"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2355","1552350","664","1491","301359","7677.936305"
"2","Star Wars: Knights of the Old Republic","600","393420","673","1076","76523","7652.3"
"3","Star Wars: Jedi Knight - Jedi Academy","585","397980","599","866","50130","5141.538461"
"4","Star Wars: Battlefront II","225","165570","644","876","17877","4767.2"
"5","Crusader Kings II","180","147405","818","954","21007","7002.333333"
"6","Battlefield V","135","63735","472","575","9069","4030.666666"
"7","League of Legends","120","72945","607","679","10036","5018"
"8","The Sims 4","90","69645","773","872","6170","4113.333333"
"9","Star Wars Battlefront II","90","86115","969","992","9466","6310.666666"
"10","Minecraft","75","29970","366","463","10256","8204.8"
"11","Dungeons & Dragons","75","36075","481","619","3147","2517.6"
"12","Starlink: Battle for Atlas","60","55140","919","948","3865","3865"
"13","Super Mario Maker 2","60","45075","751","788","5557","5557"
"14","Star Wars: The Force Unleashed","45","27540","612","671","6024","8032"
"15","Star Wars: Republic Commando","30","16980","566","727","5061","10122"
"16","PUBG: BATTLEGROUNDS","30","26745","891","892","9113","18226"
"17","Use Your Words","30","22440","748","784","10337","20674"
"18","Sid Meier's Civilization V","15","14385","959","959","0","0"
"19","Just Chatting","15","5745","383","383","0","0"
