"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ultima Online","2055","25125","10","28","858","25.051094"
"2","Just Chatting","1995","18615","8","24","531","15.969924"
"3","The Realm Online","1785","17490","9","21","705","23.697478"
"4","Retro","1245","12180","8","19","761","36.674698"
"5","Gemstone IV","585","3960","5","13","122","12.51282"
"6","Old School RuneScape","300","2865","8","27","116","23.2"
"7","Twitch Sings","195","1425","4","18","80","24.615384"
"8","Shroud of the Avatar: Forsaken Virtues","90","525","5","10","18","12"
"9","World of Warcraft","90","315","3","6","6","4"
"10","Albion Online","75","720","9","11","18","14.4"
"11","Rec Room","60","255","3","6","7","7"
"12","The Shadow of Yserbius","30","90","3","4","7","14"
"13","Music","15","60","4","4","2","8"
"14","Wrestling","15","90","6","6","0","0"
