"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Slay the Spire","885","2325","2","7","57","3.864406"
"2","Dota 2","780","2430","2","5","47","3.615384"
"3","Subnautica: Below Zero","225","945","3","6","22","5.866666"
"4","Dota Underlords","225","780","2","9","23","6.133333"
"5","Overwatch","210","495","2","6","8","2.285714"
"6","Teamfight Tactics","120","615","4","9","6","3"
"7","Diablo III","105","630","6","8","13","7.428571"
"8","Draugen","60","255","4","6","8","8"
"9","World of Warcraft","45","60","1","2","3","4"
"10","The Sinking City","15","15","1","1","6","24"
"11","Cooking Simulator","15","15","1","1","1","4"
