"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","825","9885","11","21","201","14.618181"
"2","Twitch Sings","480","3225","5","11","98","12.25"
"3","Sekiro: Shadows Die Twice","435","3990","8","15","77","10.620689"
"4","Halo: The Master Chief Collection","345","3165","7","14","78","13.565217"
"5","ROBLOX","225","2445","10","22","112","29.866666"
"6","Fallout 76","180","2010","10","14","39","13"
"7","Phoenix Wright: Ace Attorney Trilogy HD","180","1935","10","16","20","6.666666"
"8","Worlds.com","120","1035","7","11","16","8"
"9","Makers & Crafting","75","555","7","9","2","1.6"
"10","Putt-Putt Travels Through Time","75","630","8","10","19","15.2"
"11","DARK SOULS III","75","870","11","14","43","34.4"
"12","We Know the Devil","75","450","6","8","8","6.4"
"13","Yoshi's Story","60","870","14","17","11","11"
"14","Freddi Fish 2: The Case of the Haunted Schoolhouse","60","570","9","11","10","10"
"15","Super Mario Sunshine","60","735","12","16","5","5"
"16","Just Chatting","30","360","12","15","7","14"
"17","Sonic Adventure 2: Battle","15","165","11","11","3","12"
"18","Super Smash Bros. Melee","15","150","10","10","5","20"
