"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1335","215355","149","263","4454","200.179775"
"2","Talk Shows & Podcasts","1155","195855","142","537","3830","198.961038"
"3","Hollow Knight","510","39360","77","190","648","76.235294"
"4","Super Mario Maker 2","300","32385","111","165","791","158.2"
"5","Dota 2","255","13455","55","70","198","46.588235"
"6","Super Mario 64","240","23640","100","164","523","130.75"
"7","Minecraft","135","15240","112","141","620","275.555555"
"8","Cuphead","105","8010","76","93","260","148.571428"
"9","Katamari Damacy","90","5850","65","76","207","138"
"10","Dead Cells","45","3300","73","82","183","244"
"11","Super Smash Bros. Ultimate","45","2430","54","60","120","160"
"12","Marbles on Stream","15","1440","96","96","34","136"
