"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","3600","20745","4","16","400","6.666666"
"2","Monster Hunter: World","3480","25605","6","18","537","9.25862"
"3","DARK SOULS III","2895","31980","10","26","1077","22.321243"
"4","The Evil Within 2","1020","5910","5","18","84","4.941176"
"5","Teamfight Tactics","795","5625","6","12","74","5.584905"
"6","The Evil Within","555","3315","5","11","42","4.54054"
"7","Dark Souls II","480","3600","6","18","123","15.375"
"8","Dead Space 2","435","3165","6","13","59","8.137931"
"9","Sid Meier's Civilization V","75","210","2","3","2","1.6"
"10","Dark Deception","30","60","2","2","8","16"
