"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Persona 5","3675","5715","1","7","489","7.983673"
"2","Tom Clancy's Rainbow Six Siege","2430","25590","10","22","770","19.012345"
"3","The Long Dark","1710","10500","5","19","528","18.526315"
"4","Talk Shows & Podcasts","1335","11310","7","23","485","21.797752"
"5","Gems of War","840","2265","2","7","298","21.285714"
"6","Elite: Dangerous","600","3840","6","16","224","22.4"
"7","Dark Fall","390","900","2","7","103","15.846153"
"8","Dark Fall: Lights Out","195","555","2","6","62","19.076923"
"9","Divinity: Original Sin II","180","900","5","7","57","19"
"10","Don't Starve Together","165","1215","7","19","83","30.181818"
"11","Games + Demos","15","45","3","3","0","0"
