"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","405","2040","5","9","78","11.555555"
"2","Warframe","405","3105","7","20","188","27.851851"
"3","Fortnite","240","1650","6","11","87","21.75"
"4","Dead by Daylight","165","1185","7","9","61","22.181818"
"5","Just Chatting","165","1110","6","14","270","98.181818"
"6","Counter-Strike: Global Offensive","90","780","8","9","27","18"
"7","God Eater Resurrection","75","540","7","9","13","10.4"
"8","PUBG: BATTLEGROUNDS","75","435","6","10","14","11.2"
"9","F.E.A.R.","60","420","7","8","9","9"
"10","Digimon Masters Online","30","135","4","6","5","10"
