"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","2970","691485","235","630","23659","477.959595"
"2","Apex Legends","1035","146190","134","362","5059","293.275362"
"3","Super Mario Maker 2","795","93705","107","260","3281","247.622641"
"4","Teamfight Tactics","795","85170","98","261","7090","535.094339"
"5","PUBG: BATTLEGROUNDS","405","33225","64","203","1949","288.74074"
"6","DayZ","390","73560","185","289","2474","380.615384"
"7","Overwatch","240","33420","139","238","811","202.75"
"8","Music","165","39615","240","383","1021","371.272727"
"9","Battalion 1944","135","24645","128","220","802","356.444444"
"10","Marbles on Stream","120","16605","131","176","784","392"
"11","Just Chatting","90","13770","142","193","630","420"
"12","Unlisted on Twitch","30","3525","117","138","156","312"
"13","Golf With Your Friends","30","3765","125","137","448","896"
"14","The Jackbox Party Pack 5","30","4035","134","136","203","406"
"15","Golf It!","15","1620","108","108","97","388"
