"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","F1 2019","1650","7800","4","12","401","14.581818"
"2","Rust","855","3870","4","12","196","13.754385"
"3","Counter-Strike: Global Offensive","600","2505","2","11","279","27.9"
"4","rFactor 2","525","2610","3","10","141","16.114285"
"5","Grand Theft Auto: San Andreas","330","1485","4","14","97","17.636363"
"6","Euro Truck Simulator 2","255","1155","4","8","78","18.352941"
"7","PAYDAY 2","135","270","1","5","18","8"
"8","Unlisted on Twitch","120","90","0","2","49","24.5"
"9","Battalion 1944","105","195","1","3","25","14.285714"
"10","Call of Duty 4: Modern Warfare","45","105","2","3","25","33.333333"
