"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Cycle","1815","21525","10","24","685","22.644628"
"2","Realm Royale Reforged","645","6555","9","18","202","18.790697"
"3","Blazing Chrome","360","3570","9","13","90","15"
"4","Oxygen Not Included","360","2565","7","11","43","7.166666"
"5","The Messenger","330","2850","7","13","89","16.181818"
"6","Bloodstained: Ritual of the Night","285","2475","8","11","104","21.894736"
"7","Destiny 2","210","1695","8","14","83","23.714285"
"8","Contra","30","195","6","7","22","44"
"9","Just Chatting","15","0","0","0","14","56"
