"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2175","4125","1","13","90","2.482758"
"2","Human: Fall Flat","495","1155","1","6","42","5.090909"
"3","Generation Zero","330","510","0","5","72","13.090909"
"4","Call of Duty: Black Ops II","315","645","1","6","14","2.666666"
"5","Call of Duty: Black Ops","255","450","1","3","66","15.529411"
"6","Grand Theft Auto V","240","450","1","5","8","2"
"7","Dead Island: Riptide","240","435","1","4","2","0.5"
"8","DayZ","210","285","1","3","2","0.571428"
"9","Music","210","210","0","3","13","3.714285"
"10","BattleBlock Theater","180","360","1","4","6","2"
"11","Call of Duty: Black Ops 4","150","330","2","5","2","0.8"
"12","Portal: Still Alive","135","345","2","4","13","5.777777"
"13","ROBLOX","135","450","3","5","8","3.555555"
"14","Just Chatting","120","180","1","3","6","3"
"15","Killing Floor","90","105","1","3","1","0.666666"
"16","Gears of War","90","105","1","2","3","2"
"17","Call of Duty: Black Ops III","75","150","2","3","2","1.6"
"18","Resident Evil: Revelations","60","75","1","2","3","3"
"19","Resident Evil 6","45","45","1","1","0","0"
"20","Plague Inc: Evolved","45","45","1","1","1","1.333333"
"21","Killing Floor 2","30","30","1","1","0","0"
"22","Dying Light","30","30","1","1","1","2"
"23","Halo 5: Guardians","15","15","1","1","2","8"
"24","Call of Duty: Advanced Warfare","15","30","2","2","4","16"
