"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","surviv.io","11550","123630","10","22","8837","45.906493"
"2","Just Chatting","1980","11670","5","17","2029","61.484848"
"3","Teamfight Tactics","480","2340","4","8","258","32.25"
"4","World of Warcraft","270","1920","5","12","68","15.111111"
"5","Minecraft","75","525","7","8","21","16.8"
"6","ARK: Survival Evolved","60","285","4","6","19","19"
"7","Warframe","60","345","5","9","50","50"
"8","Overwatch","30","150","5","5","24","48"
"9","Fortnite","30","225","7","8","14","28"
"10","Old School RuneScape","15","45","3","3","5","20"
"11","Path of Exile","15","45","3","3","4","16"
"12","Art","15","45","3","3","5","20"
