"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","1455","11550","7","16","274","11.298969"
"2","Metal Gear Solid V: The Phantom Pain","1230","6600","4","10","137","6.682926"
"3","Pokémon HeartGold/SoulSilver","795","5895","6","14","107","8.075471"
"4","Pokémon X/Y","690","4290","5","20","111","9.652173"
"5","Unlisted on Twitch","345","2175","5","12","54","9.391304"
"6","Pokémon Omega Ruby/Alpha Sapphire","240","1425","5","12","43","10.75"
"7","Pokémon: Diamond/Pearl","120","645","5","8","9","4.5"
"8","Retro","120","480","4","6","12","6"
"9","Teamfight Tactics","105","255","2","3","3","1.714285"
"10","Overwatch","90","855","9","11","22","14.666666"
