"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","5160","12465","1","13","199","2.313953"
"2","The Evil Within","105","405","3","6","8","4.571428"
