"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SCP: Secret Laboratory","1470","2835","1","8","168","6.857142"
"2","Warcraft III","840","1155","1","4","67","4.785714"
"3","Just Chatting","555","690","0","3","72","7.783783"
"4","Apex Legends","465","660","1","3","62","8"
"5","The Sinking City","405","285","0","2","10","1.481481"
"6","RAGE 2","255","375","1","3","24","5.647058"
"7","Star Wars Battlefront II","180","360","1","4","9","3"
"8","S.T.A.L.K.E.R.: Call of Pripyat","105","135","1","2","4","2.285714"
"9","Everlasting Summer","105","90","0","1","2","1.142857"
"10","Assassin's Creed Origins","90","180","2","3","16","10.666666"
"11","Subnautica: Below Zero","30","15","0","1","3","6"
"12","World of Warcraft","15","15","1","1","0","0"
