"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","495","795","1","2","5","0.60606"
"2","Days Gone","165","255","1","3","1","0.363636"
"3","MLB The Show 19","90","225","2","4","0","0"
"4","Fortnite","45","90","2","2","0","0"
