"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battalion 1944","3720","66975","17","55","3593","57.951612"
"2","Teamfight Tactics","1290","8430","5","15","350","16.279069"
"3","Tom Clancy's Rainbow Six Siege","900","5280","8","22","199","13.266666"
"4","Fortnite","735","4575","6","14","297","24.244897"
"5","PUBG: BATTLEGROUNDS","180","1665","9","13","73","24.333333"
"6","Aim Lab","90","630","7","11","24","16"
"7","osu!","60","480","8","12","31","31"
