"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Don't Starve Together","2100","440910","183","935","4998","142.8"
"2","Astroneer","1440","19275","12","36","1138","47.416666"
"3","Moonlighter","1050","8445","7","14","188","10.742857"
"4","Griftlands","855","8550","9","17","183","12.842105"
"5","RimWorld","840","6285","7","14","139","9.928571"
"6","Ori and the Blind Forest","615","5205","7","20","119","11.609756"
"7","Subnautica","465","5415","10","23","140","18.064516"
"8","Factory Town","405","4305","9","15","90","13.333333"
"9","Oxygen Not Included","150","1935","12","16","49","19.6"
"10","ibb & obb","120","660","5","8","18","9"
"11","Astroclone","75","630","8","10","3","2.4"
