"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1650","1695","0","6","103","3.745454"
"2","Old School RuneScape","1110","885","0","2","40","2.162162"
"3","Baldur's Gate","900","1470","1","5","34","2.266666"
"4","Counter-Strike: Global Offensive","630","585","0","3","25","2.380952"
"5","The Sims 3","585","1335","1","6","26","2.666666"
"6","Assassin's Creed Origins","360","300","0","2","20","3.333333"
"7","Resident Evil 3: Nemesis","330","660","1","7","18","3.272727"
"8","Fallout 4","120","135","0","3","3","1.5"
"9","Pillars of Eternity","105","105","0","3","6","3.428571"
"10","Apex Legends","75","90","1","2","2","1.6"
