"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","2910","93465","28","142","2134","44"
"2","Minecraft","2310","61890","23","52","2188","56.831168"
"3","Rocket League","1785","37425","19","49","1507","50.655462"
"4","Satisfactory","1770","31905","17","34","1532","51.932203"
"5","Apex Legends","285","8085","28","37","161","33.894736"
"6","Farming Simulator 19","270","5940","20","31","233","51.777777"
"7","The Forest","210","3210","15","22","143","40.857142"
"8","7 Days to Die","165","3315","20","27","107","38.90909"
"9","Just Chatting","135","3345","23","37","338","150.222222"
"10","Dying Light","60","915","15","21","53","53"
"11","Business Tour","45","915","20","22","26","34.666666"
