"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4650","37800","7","24","2332","30.090322"
"2","osu!","1620","15030","8","20","1090","40.37037"
"3","Overwatch","1215","8595","6","16","609","30.074074"
"4","Apex Legends","675","3690","5","17","413","36.711111"
"5","Just Chatting","315","2220","6","14","355","67.619047"
"6","VRChat","225","1365","5","11","89","23.733333"
"7","Minecraft","195","3600","17","26","168","51.692307"
"8","Tom Clancy's Rainbow Six Siege","150","1095","7","12","136","54.4"
"9","League of Legends","60","420","7","8","41","41"
"10","KurtzPel","15","75","5","5","9","36"
