"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Krunker","2340","71355","29","58","4664","119.589743"
"2","Realm Royale Reforged","795","14265","14","48","369","27.849056"
"3","Clash Royale","360","6285","15","39","316","52.666666"
"4","Dungeons & Dragons","315","5070","16","21","130","24.761904"
"5","Gears 5","285","4350","15","31","173","36.421052"
"6","Gears of War 4","150","1920","12","20","79","31.6"
"7","Paladins","120","2145","17","27","49","24.5"
"8","PUBG: BATTLEGROUNDS","75","705","10","12","26","20.8"
"9","Splitgate","75","1770","26","30","147","117.6"
"10","Resident Evil 4","60","915","15","27","56","56"
"11","Dungeons & Dragons","15","210","14","14","21","84"
