"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","690","1245","1","4","16","1.391304"
"2","Apex Legends","60","60","1","1","2","2"
"3","Sonic Mania","30","60","2","2","0","0"
"4","Travel & Outdoors","15","75","5","5","0","0"
"5","UNDERTALE","15","15","1","1","0","0"
