"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2895","147150","47","200","6123","126.901554"
"2","Crash Team Racing Nitro-Fueled","2100","178695","83","149","4114","117.542857"
"3","Twitch Sings","795","97170","106","292","1870","141.132075"
"4","Dungeons & Dragons","720","62490","86","114","1058","88.166666"
"5","Red Dead Redemption 2","570","43425","75","92","511","53.789473"
"6","Visage","495","40290","83","114","699","84.727272"
"7","Lorelai","330","27690","83","105","308","56"
"8","Layers of Fear","285","21150","73","97","292","61.473684"
"9","Alien: Isolation","240","16965","70","83","259","64.75"
"10","Brothers: A Tale of Two Sons","225","16215","72","83","185","49.333333"
"11","Journey","135","9570","72","82","155","68.888888"
"12","Flower","120","9795","85","101","160","80"
"13","Talk Shows & Podcasts","105","6465","61","80","139","79.428571"
"14","911 Operator","105","8325","78","94","109","62.285714"
"15","flOw","45","3480","77","80","119","158.666666"
