"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Detroit: Become Human","975","10245","9","19","287","17.661538"
"2","Tom Clancy's Rainbow Six Siege","915","9645","9","18","296","19.409836"
"3","The Order: 1886","615","5490","8","17","167","16.292682"
"4","The Coma: Cutting Class","465","4800","9","23","190","24.516129"
"5","Wolfenstein: Youngblood","360","3240","8","13","125","20.833333"
"6","Layers of Fear","345","2745","7","11","74","12.869565"
"7","Layers of Fear 2","300","2310","7","11","64","12.8"
"8","The Sinking City","195","1800","9","12","39","12"
"9","Dead Cells","165","2700","16","27","210","76.363636"
"10","Pummel Party","150","1110","7","13","75","30"
"11","Overwatch","135","1230","9","11","19","8.444444"
"12","Narcosis","120","1020","8","10","27","13.5"
"13","Monsters of Little Haven","105","960","9","23","18","10.285714"
"14","Dark Devotion","75","720","9","11","27","21.6"
"15","Journey","45","255","5","9","9","12"
"16","Just Chatting","45","495","10","14","40","53.333333"
