"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1800","28980","14","55","793","26.433333"
"2","Minecraft","1215","20430","20","58","342","16.888888"
"3","Just Chatting","1215","20070","13","29","495","24.444444"
"4","Portal 2","285","4680","16","19","80","16.842105"
"5","Games + Demos","210","2160","10","17","78","22.285714"
"6","Overcooked! 2","180","2250","12","17","29","9.666666"
"7","Teamfight Tactics","90","915","10","13","12","8"
"8","Puyo Puyo Tetris","75","1065","15","20","55","44"
"9","PUBG: BATTLEGROUNDS","45","660","14","16","20","26.666666"
"10","Tricky Towers","15","255","17","17","18","72"
