"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2520","107715","40","89","3669","87.357142"
"2","Wolfenstein: Youngblood","210","6345","30","62","206","58.857142"
"3","Darksiders III","210","8475","40","56","288","82.285714"
"4","Sailor Moon S","195","9975","52","61","235","72.307692"
"5","Fortnite","180","5880","41","51","214","71.333333"
"6","Shakedown: Hawaii","180","10140","56","71","200","66.666666"
"7","Metro Exodus","165","6855","42","60","216","78.545454"
"8","Arma 3","165","6615","41","48","261","94.90909"
"9","Games + Demos","165","5895","34","44","187","68"
"10","Bud Spencer & Terence Hill: Slaps and Beans","150","7680","51","54","118","47.2"
"11","Mutant Year Zero: Road to Eden","135","4905","36","46","170","75.555555"
"12","Assassin's Creed Odyssey","135","6495","48","56","142","63.111111"
"13","Strange Brigade","135","5415","41","52","151","67.111111"
"14","Dragon Quest Builders 2","120","4695","37","47","153","76.5"
"15","Music","120","1935","16","20","101","50.5"
"16","Marvel Ultimate Alliance 3: The Black Order","120","5655","47","54","142","71"
"17","Automachef","90","2835","25","46","42","28"
"18","Everything","90","3885","43","47","140","93.333333"
"19","Forager","90","3705","41","46","108","72"
"20","Red Faction: Guerrilla","75","2730","36","40","104","83.2"
"21","Overcrowd: A Commute 'Em Up","75","3060","40","45","54","43.2"
"22","Totally Reliable Delivery Service","75","3765","51","61","71","56.8"
"23","Marvel: Ultimate Alliance","75","3435","45","50","144","115.2"
"24","Nowhere Prophet","60","1725","28","31","59","59"
"25","Swords and Souls","45","1785","39","41","41","54.666666"
"26","Summer Catchers","45","2445","54","59","36","48"
"27","Teamfight Tactics","30","1185","39","44","201","402"
"28","Quake II","30","630","21","23","21","42"
