"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ragnarok Online","4905","92325","16","48","5305","64.892966"
"2","Monster Hunter: World","2445","40905","15","58","1942","47.656441"
"3","Black Survival","1890","23805","11","29","1038","32.95238"
"4","Overwatch","990","16020","14","35","1243","75.333333"
"5","Just Chatting","375","3825","11","23","224","35.84"
"6","League of Legends","180","1845","10","14","54","18"
"7","Teamfight Tactics","150","1785","11","48","73","29.2"
"8","Counter-Strike: Global Offensive","60","465","7","13","46","46"
"9","Dead by Daylight","45","225","5","6","20","26.666666"
"10","PUBG: BATTLEGROUNDS","30","390","13","13","19","38"
"11","Tom Clancy's Rainbow Six Siege","30","150","5","5","14","28"
