"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","60","180","3","4","5","5"
"2","Fortnite","60","135","2","3","5","5"
"3","Project Zero Deaths","30","30","1","1","0","0"
