"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marvel's Spider-Man","1350","4320","2","7","90","4"
"2","DARK SOULS III","1095","1950","1","8","65","3.561643"
"3","Borderlands","360","960","3","9","37","6.166666"
"4","Minecraft","330","675","1","4","8","1.454545"
"5","Tom Clancy's Rainbow Six Siege","330","495","1","3","13","2.363636"
"6","WWE 2K14","225","135","0","2","12","3.2"
"7","Fallout 4","180","240","1","2","10","3.333333"
"8","Monster Hunter: World","105","195","1","4","13","7.428571"
"9","Fallout 3","105","285","2","5","9","5.142857"
"10","Sekiro: Shadows Die Twice","75","120","1","2","1","0.8"
"11","Halo 5: Guardians","45","285","6","7","26","34.666666"
"12","LEGO Batman 3: Beyond Gotham","30","75","2","3","1","2"
"13","LEGO Batman 2: DC Super Heroes","30","75","2","3","0","0"
"14","Tekken Tag Tournament 2","15","45","3","3","4","16"
"15","Spyro Reignited Trilogy","15","75","5","5","1","4"
