"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Splatoon 2","1230","12750","8","46","459","22.390243"
"2","Unepic","810","7050","8","15","100","7.407407"
"3","Reventure","540","4995","8","31","197","21.888888"
"4","Special Events","480","3795","7","13","63","7.875"
"5","UNDERTALE","480","3915","7","14","84","10.5"
"6","Undead Horde","195","1575","7","11","42","12.923076"
"7","The Tower of Beatrice","180","1230","5","12","51","17"
"8","She Wants Me Dead","180","2370","12","16","37","12.333333"
"9","Back in 1995","165","960","5","9","18","6.545454"
"10","Terraria","165","1830","10","14","36","13.090909"
"11","Gurumin: A Monstrous Adventure","150","1230","8","12","97","38.8"
"12","Penny-Punching Princess","135","1155","8","12","38","16.888888"
"13","Cuphead","105","885","8","12","30","17.142857"
"14","Mario Kart 8","75","420","5","6","20","16"
"15","Job the Leprechaun","15","60","4","4","0","0"
