"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Unlisted on Twitch","810","1800","1","7","101","7.481481"
"2","Fortnite","675","1815","3","7","111","9.866666"
