"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2265","68340","29","118","1407","37.271523"
"2","Mario Kart 8","720","18690","25","35","386","32.166666"
"3","Super Mario Maker 2","705","18300","24","35","352","29.957446"
"4","Apex Legends","600","10920","17","29","391","39.1"
"5","Just Chatting","180","3195","17","26","43","14.333333"
"6","Magic: The Gathering","150","1950","13","16","23","9.2"
"7","Hunt: Showdown","150","3195","19","27","69","27.6"
"8","Teamfight Tactics","105","1710","15","20","167","95.428571"
"9","DOOM","90","1740","19","22","36","24"
"10","Monster Hunter: World","90","1560","17","21","40","26.666666"
"11","Wolfenstein: Youngblood","90","2115","23","31","128","85.333333"
"12","Darkest Dungeon","75","1275","17","20","37","29.6"
"13","Tom Clancy's Rainbow Six Siege","75","1620","21","24","36","28.8"
"14","Monster Hunter Generations Ultimate","60","1500","25","30","45","45"
"15","Dead Space (2008)","15","315","21","21","9","36"
