"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","3840","28260","7","14","334","5.21875"
"2","Slime Rancher","705","5790","8","13","79","6.723404"
"3","Overwatch","570","5100","8","14","57","6"
"4","Games + Demos","375","4275","9","40","147","23.52"
"5","Mario Kart 8","315","2970","9","17","30","5.714285"
"6","Dead by Daylight","285","2115","7","10","49","10.315789"
"7","Graveyard Keeper","240","2115","7","12","17","4.25"
"8","Apex Legends","240","1860","7","11","22","5.5"
"9","Realm Royale Reforged","105","840","8","10","3","1.714285"
"10","Vampyr","90","525","5","7","103","68.666666"
"11","Twitch Sings","90","600","6","8","8","5.333333"
"12","Paladins","75","555","7","8","5","4"
"13","Dauntless","75","315","4","7","12","9.6"
"14","Just Chatting","15","540","36","36","2","8"
