"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2880","170235","55","165","11475","239.0625"
"2","Counter-Strike: Global Offensive","330","10095","27","92","1135","206.363636"
"3","Teamfight Tactics","180","6255","38","50","791","263.666666"
