"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Surviving Mars","630","2625","3","9","53","5.047619"
"2","Satisfactory","525","3855","6","12","58","6.628571"
"3","RimWorld","495","2175","4","13","62","7.515151"
"4","Garry's Mod","480","2565","4","10","51","6.375"
"5","Divinity: Original Sin","450","1455","2","8","30","4"
"6","Hearts of Iron IV","300","2025","6","12","38","7.6"
"7","Cook, Serve, Delicious!","285","1275","4","10","20","4.210526"
"8","PUBG: BATTLEGROUNDS","180","405","2","5","4","1.333333"
"9","Tom Clancy's Rainbow Six Siege","165","1320","8","10","18","6.545454"
"10","Don't Starve Together","120","465","3","8","15","7.5"
"11","Dreamscaper","105","750","7","10","10","5.714285"
