"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Life is Strange","750","9975","11","24","149","11.92"
"2","Just Chatting","480","5325","11","19","72","9"
"3","Teamfight Tactics","315","4440","14","20","35","6.666666"
"4","Counter-Strike: Global Offensive","210","1980","9","16","19","5.428571"
"5","Marbles on Stream","30","495","16","18","4","8"
