"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","1320","4395","2","7","67","3.045454"
"2","Counter-Strike: Global Offensive","1170","2835","2","6","54","2.76923"
"3","Battalion 1944","645","1935","2","13","46","4.279069"
"4","Call of Duty: Black Ops II","450","1320","2","6","20","2.666666"
"5","Insurgency: Sandstorm","390","1020","2","5","26","4"
"6","Music","255","750","2","6","29","6.823529"
"7","No Man's Sky","150","435","2","5","12","4.8"
"8","Project CARS 2","120","420","3","5","8","4"
"9","Arma 3","90","300","3","5","6","4"
"10","Tom Clancy's Rainbow Six Siege","60","150","2","3","5","5"
"11","Escape from Tarkov","45","90","2","2","1","1.333333"
"12","Call of Duty: Modern Warfare 2","30","75","2","3","6","12"
"13","Just Chatting","15","30","2","2","2","8"
