"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","960","4155","4","10","109","6.8125"
"2","Metro Exodus","870","8520","8","19","189","13.034482"
"3","Apex Legends","780","5070","5","55","165","12.692307"
"4","BioShock Infinite","585","3945","6","10","52","5.333333"
"5","Rise of the Tomb Raider","435","3765","6","16","59","8.137931"
"6","Portal 2","210","2040","9","15","26","7.428571"
"7","Outlast","195","1650","8","19","59","18.153846"
"8","Hunt: Showdown","165","1470","8","12","30","10.90909"
"9","Realm Royale Reforged","135","600","4","28","16","7.111111"
"10","DARK SOULS III","90","600","6","8","11","7.333333"
"11","Teamfight Tactics","90","420","4","6","31","20.666666"
"12","Battalion 1944","75","495","6","8","22","17.6"
"13","Counter-Strike: Global Offensive","75","420","5","7","10","8"
"14","Borderlands 2","60","165","2","4","17","17"
"15","Dead by Daylight","60","285","4","6","6","6"
"16","Tomb Raider","45","270","6","8","10","13.333333"
"17","BioShock 2","15","60","4","4","6","24"
"18","League of Legends","15","60","4","4","25","100"
