"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Gears of War 4","4110","445845","102","251","6001","87.605839"
"2","Gears 5","3270","379890","126","250","8516","156.25688"
"3","FINAL FANTASY VII","1095","67920","63","109","1335","73.150684"
"4","Batman: Arkham Knight","825","84615","95","174","1052","76.50909"
"5","Resident Evil 4","795","93780","113","145","1384","104.45283"
"6","Wolfenstein: Youngblood","795","62115","77","141","1004","75.773584"
"7","Resident Evil: Revelations","450","44415","98","158","484","64.533333"
"8","PUBG: BATTLEGROUNDS","420","48480","99","170","665","95"
"9","Detroit: Become Human","420","53175","81","166","990","141.428571"
"10","Gears of War: Judgment","270","29580","109","145","356","79.111111"
"11","Blazing Chrome","180","16920","100","108","312","104"
"12","Crackdown 3","150","18645","124","158","442","176.8"
"13","Manual Samuel","90","7365","81","107","47","31.333333"
"14","Fortnite","60","9375","156","199","124","124"
"15","Call of Duty: Black Ops 4","60","4860","81","87","48","48"
