"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Forza Horizon 4","375","450","1","3","23","3.68"
"2","Euro Truck Simulator 2","240","135","0","1","19","4.75"
"3","MudRunner","195","210","0","4","7","2.153846"
"4","Need For Speed: Payback","165","180","0","2","14","5.090909"
"5","Wreckfest","135","75","0","2","6","2.666666"
"6","Gran Turismo Sport","135","150","1","3","7","3.111111"
"7","Need for Speed: Most Wanted","90","105","1","2","8","5.333333"
"8","The Crew 2","90","90","1","1","2","1.333333"
"9","Dota 2","60","0","0","0","0","0"
"10","Payback","45","45","1","1","4","5.333333"
"11","Rise of Insanity","30","0","0","0","0","0"
