"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sekiro: Shadows Die Twice","2145","31470","13","25","697","19.496503"
"2","Dead by Daylight","1560","37065","22","36","894","34.384615"
"3","FINAL FANTASY XIV ONLINE","1215","17130","14","26","411","20.296296"
"4","House Flipper","750","11775","15","40","361","28.88"
"5","Unlisted on Twitch","600","10965","17","26","290","29"
"6","Just Chatting","600","9375","16","24","241","24.1"
"7","Punch Club","360","6225","15","24","161","26.833333"
"8","The Long Dark","120","1095","9","12","43","21.5"
"9","Escape from Tarkov","120","2055","16","24","77","38.5"
"10","Baba is You","105","1320","12","16","43","24.571428"
"11","DARK SOULS III","30","405","13","14","0","0"
