"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's The Division 2","825","73620","65","247","860","62.545454"
"2","Mass Effect 3","735","49350","59","106","754","61.55102"
"3","DC Universe Online","480","26040","55","92","570","71.25"
"4","City of Heroes","405","25785","46","91","588","87.111111"
"5","Star Wars: The Old Republic","390","22875","56","93","503","77.384615"
"6","Tom Clancy's Rainbow Six Siege","375","11655","35","66","319","51.04"
"7","Far Cry: Primal","345","13425","38","58","202","35.130434"
"8","Overwatch","330","24090","50","97","478","86.90909"
"9","Dragon Age: Origins","240","17415","72","89","134","33.5"
"10","Dauntless","120","3645","30","48","160","80"
