"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Darksiders II","1290","6855","4","9","124","5.767441"
"2","Wolfenstein II: The New Colossus","885","5250","5","9","103","6.98305"
"3","Wolfenstein: Youngblood","765","3855","4","9","95","7.45098"
"4","Darksiders III","360","1965","5","8","35","5.833333"
"5","Life Goes On: Done to Death","330","1710","4","7","16","2.90909"
"6","Bendy and the Ink Machine","285","2115","7","11","41","8.631578"
"7","Knock-knock","240","990","4","6","20","5"
"8","Trine","210","1290","6","9","26","7.428571"
"9","Pyre","165","975","5","9","19","6.90909"
"10","Just Chatting","150","1050","7","12","28","11.2"
"11","Ring of Elysium","105","345","3","4","11","6.285714"
"12","Teamfight Tactics","90","360","4","5","6","4"
"13","Sword Legacy: Omen","45","120","2","3","7","9.333333"
