"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Krunker","2730","21420","6","32","1234","27.120879"
"2","Teamfight Tactics","2430","10590","3","8","280","6.91358"
"3","League of Legends","420","1995","4","7","148","21.142857"
"4","Fortnite","345","2745","7","11","111","19.304347"
"5","Just Chatting","270","1410","5","9","38","8.444444"
"6","Spellbreak","225","1005","3","8","78","20.8"
"7","Paladins","150","1065","7","8","18","7.2"
"8","Science & Technology","150","1065","7","10","35","14"
"9","Apex Legends","105","750","6","11","288","164.571428"
"10","Art","90","330","3","5","13","8.666666"
"11","Counter-Strike: Global Offensive","75","495","6","8","13","10.4"
"12","Pandemic Express: Zombie Escape","60","360","6","7","19","19"
"13","Ring of Elysium","45","510","11","13","26","34.666666"
