"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto IV","1560","5205","2","7","58","2.230769"
"2","Halo: Combat Evolved","555","2925","4","7","20","2.162162"
"3","Halo 2","525","2370","4","8","39","4.457142"
"4","Halo 3","480","1665","3","6","25","3.125"
"5","Escape from Tarkov","450","1125","2","5","24","3.2"
"6","Halo: Reach","330","840","2","5","32","5.818181"
"7","Counter-Strike: Source","315","1005","2","7","20","3.809523"
"8","Celeste","300","1185","3","6","14","2.8"
"9","Slap City","300","465","1","3","10","2"
"10","Halo 3: ODST","285","960","3","6","9","1.894736"
"11","Team Fortress 2","165","375","2","4","8","2.90909"
"12","Left 4 Dead 2","135","420","3","6","11","4.888888"
"13","Counter-Strike: Global Offensive","60","90","1","3","1","1"
