"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fallout 76","705","5025","7","17","205","17.446808"
"2","The Sims 4","465","5490","8","40","233","30.064516"
"3","Ori and the Blind Forest","285","3090","8","34","116","24.421052"
"4","Pokémon: Let's Go, Pikachu!","255","2340","8","15","96","22.588235"
"5","The Elder Scrolls V: Skyrim","195","1170","5","7","54","16.615384"
"6","Just Chatting","165","1500","8","13","108","39.272727"
"7","Borderlands","90","750","8","10","16","10.666666"
"8","Dead by Daylight","75","510","6","7","14","11.2"
"9","Teamfight Tactics","60","570","9","11","12","12"
"10","Overcooked!","30","225","7","8","13","26"
