"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Langrisser Mobile","1770","61215","31","79","2326","78.847457"
"2","Fire Emblem: Three Houses","630","29400","47","77","978","93.142857"
"3","Games + Demos","615","26340","38","69","1378","134.439024"
"4","Princess Connect! Re:Dive","375","17895","41","65","756","120.96"
"5","Destiny 2","240","7335","32","47","324","81"
"6","Attack on Titan 2: Final Battle","225","11325","51","63","354","94.4"
"7","Olympic Games Tokyo 2020: The Official Video Game","90","4350","48","61","155","103.333333"
"8","Marvel Ultimate Alliance 3: The Black Order","75","3105","41","44","97","77.6"
"9","TERA","75","4155","55","72","154","123.2"
"10","Monster Hunter: World","60","3540","59","78","66","66"
"11","Blazing Chrome","60","2520","31","53","131","131"
"12","KILL la KILL: IF","60","2790","46","56","183","183"
"13","Makers & Crafting","60","1890","31","35","64","64"
"14","Teppen","15","645","43","43","66","264"
