"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","555","7935","14","28","463","50.054054"
"2","Teamfight Tactics","420","6345","15","25","257","36.714285"
"3","Overwatch","195","6045","31","45","229","70.461538"
"4","osu!","180","1860","9","14","188","62.666666"
"5","Art","180","1425","8","12","121","40.333333"
"6","Diablo III","150","1665","11","19","119","47.6"
"7","League of Legends","90","1635","22","29","100","66.666666"
"8","Tom Clancy's Rainbow Six Siege","90","1005","11","14","58","38.666666"
"9","Makers & Crafting","90","795","8","11","23","15.333333"
"10","Business Tour","60","795","13","16","23","23"
"11","Talk Shows & Podcasts","60","1890","31","46","107","107"
"12","Counter-Strike: Global Offensive","45","780","17","18","11","14.666666"
"13","The Elder Scrolls Online","45","315","7","14","25","33.333333"
"14","Deceit","30","255","8","9","30","60"
