"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2355","706575","280","672","10654","271.43949"
"2","Grand Theft Auto V","180","61515","341","397","1096","365.333333"
"3","Just Chatting","105","19200","157","209","415","237.142857"
"4","Crash Team Racing Nitro-Fueled","90","16020","178","213","146","97.333333"
"5","UNO","75","10890","145","169","556","444.8"
"6","Travel & Outdoors","60","11970","199","296","99","99"
"7","Dead by Daylight","45","6360","141","147","189","252"
"8","Resident Evil 7: Biohazard","45","5115","113","172","81","108"
"9","Raft","30","6855","228","230","96","192"
"10","Unlisted on Twitch","15","2910","194","194","208","832"
