"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Warframe","2370","198315","78","143","9259","234.405063"
"2","Hunt: Showdown","1140","87720","76","137","4073","214.368421"
"3","My Time at Portia","1125","124395","107","152","6429","342.88"
"4","Subnautica: Below Zero","915","126210","143","247","9106","597.114754"
"5","Tom Clancy's Rainbow Six Siege","645","47400","73","94","2422","225.302325"
"6","Escape from Tarkov","585","53895","89","135","2536","260.102564"
"7","Heavy Rain","555","52410","93","128","3007","325.081081"
"8","Just Chatting","495","37110","78","205","5911","716.484848"
"9","Hellblade: Senua's Sacrifice","480","40065","82","111","1651","206.375"
"10","Assassin's Creed Odyssey","420","44340","105","128","2511","358.714285"
"11","Dauntless","375","20580","53","83","1218","194.88"
"12","Hearthstone","330","23310","69","119","1247","226.727272"
"13","Destiny 2","315","25065","79","106","1138","216.761904"
"14","Temtem","270","24660","91","114","1468","326.222222"
"15","The Sinking City","255","22065","86","101","809","190.352941"
"16","Last Day of June","210","11730","55","74","927","264.857142"
"17","Limbo","165","10170","61","71","465","169.090909"
"18","Totally Accurate Battle Simulator","75","5550","74","81","358","286.4"
"19","Totally Accurate Battlegrounds","60","3885","64","68","258","258"
"20","Totally Reliable Delivery Service","15","1110","74","74","145","580"
