"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","8265","138600","15","38","3027","21.974591"
"2","Apex Legends","195","4815","21","35","125","38.461538"
"3","Resident Evil 7: Biohazard","195","4995","25","32","117","36"
"4","Dishonored 2","180","3750","20","25","84","28"
"5","Onimusha: Warlords","105","1905","18","23","87","49.714285"
"6","NEKOPARA Vol. 1","90","2175","24","27","50","33.333333"
"7","Paladins","90","2700","30","37","88","58.666666"
"8","Albion Online","90","1920","21","25","52","34.666666"
"9","Tom Clancy's Rainbow Six Siege","30","690","23","25","10","20"
"10","Just Chatting","30","690","23","24","32","64"
