"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Judgment","2280","35205","14","30","637","16.763157"
"2","Red Dead Redemption 2","1095","20070","18","33","459","25.150684"
"3","Monster Hunter: World","975","14010","13","30","405","24.923076"
"4","Sea of Thieves","840","14415","17","32","303","21.642857"
"5","League of Legends","630","9570","15","27","156","14.857142"
"6","Hollow Knight","510","8040","14","28","178","20.941176"
"7","The Evil Within","510","6840","13","21","152","17.882352"
"8","Resonance of Fate","330","4305","13","21","73","13.272727"
"9","Retro","285","4380","15","26","89","18.736842"
"10","Monster Boy and the Cursed Kingdom","255","4620","18","24","109","25.647058"
"11","Crossing Souls","195","2745","14","20","70","21.538461"
"12","Dead by Daylight","165","2100","12","16","45","16.363636"
"13","Subnautica","75","1815","24","27","71","56.8"
"14","Outpost Zero","75","735","9","13","25","20"
"15","Just Chatting","45","765","18","24","5","6.666666"
