"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1845","5580","2","9","207","6.731707"
"2","League of Legends","555","1950","2","7","77","8.324324"
"3","Borderlands 2","210","1110","5","9","51","14.571428"
"4","Unlisted on Twitch","195","735","3","6","27","8.307692"
"5","Marbles on Stream","135","645","5","6","30","13.333333"
"6","Pokémon Crystal","120","420","3","4","5","2.5"
"7","Doodle Farm","75","135","1","3","8","6.4"
"8","Doodle Devil","60","270","4","6","24","24"
"9","Pokémon Ruby/Sapphire","45","210","4","6","6","8"
"10","Pokémon Red/Blue","45","135","3","3","12","16"
