"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Farming Simulator 19","2730","34710","12","34","935","20.54945"
"2","World of Warships","555","5250","9","17","152","16.432432"
"3","World of Warcraft","525","3600","6","15","97","11.085714"
"4","Euro Truck Simulator 2","345","2505","7","11","61","10.608695"
"5","Farmer's Dynasty","60","210","3","5","12","12"
"6","World of Tanks","30","105","3","5","3","6"
