"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2055","12750","4","13","252","7.357664"
"2","Raft","360","2190","6","9","35","5.833333"
"3","Teamfight Tactics","330","2040","5","8","19","3.454545"
"4","Minecraft","165","795","4","6","17","6.181818"
"5","Just Chatting","120","780","6","9","19","9.5"
"6","Sea of Thieves","105","510","4","6","16","9.142857"
"7","Team Fortress 2","105","615","3","7","11","6.285714"
"8","Hunt: Showdown","60","360","6","9","14","14"
"9","Overwatch","45","105","2","3","1","1.333333"
"10","Apex Legends","45","210","4","7","11","14.666666"
"11","Ultimate Epic Battle Simulator","30","120","4","4","2","4"
"12","Human: Fall Flat","15","120","8","8","13","52"
"13","Twitch Sings","15","90","6","6","4","16"
