"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Quest Builders 2","1740","80685","43","88","3002","103.517241"
"2","The Legend of Zelda: Breath of the Wild","1440","66435","46","88","2181","90.875"
"3","Minecraft","675","86250","127","197","2519","223.911111"
"4","Just Chatting","585","19830","32","63","1968","201.846153"
"5","Sea of Thieves","360","12000","32","41","511","85.166666"
"6","Fire Emblem: Three Houses","330","15360","46","89","438","79.636363"
"7","Super Mario Maker 2","165","6840","38","51","317","115.272727"
"8","UNDERTALE","150","5685","37","47","264","105.6"
"9","Overwatch","90","3195","35","48","283","188.666666"
"10","Borderlands 2","60","2670","44","48","173","173"
"11","World of Warcraft","60","1860","31","37","132","132"
