"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","3075","42075","12","46","690","13.463414"
"2","VRChat","1935","29520","13","42","665","20.620155"
"3","Slime Rancher","570","7530","12","19","94","9.894736"
"4","The Forest","225","2925","12","19","30","8"
"5","Splatoon 2","210","2235","10","14","50","14.285714"
"6","Super Mario Maker 2","180","2355","11","19","37","12.333333"
"7","Apex Legends","120","1350","11","14","34","17"
"8","Pokémon Ultra Sun/Ultra Moon","75","720","9","12","15","12"
"9","Pavlov VR","30","210","7","9","11","22"
"10","Stand Out","30","285","9","10","11","22"
"11","Beat Saber","30","255","8","9","19","38"
"12","Just Chatting","15","210","14","14","5","20"
