"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Metro Exodus","1155","8295","6","12","184","9.558441"
"2","Just Chatting","900","5700","5","14","326","21.733333"
"3","Metro: Last Light","540","3345","5","11","107","11.888888"
"4","Fortnite","495","2250","3","9","123","14.90909"
"5","The Elder Scrolls V: Skyrim","375","1740","4","8","123","19.68"
"6","Kenshi","330","1305","3","8","48","8.727272"
"7","My Friend Pedro","255","1335","5","9","43","10.117647"
"8","Dishonored 2","120","630","5","8","36","18"
"9","Travel & Outdoors","60","180","2","5","0","0"
"10","Super Mario Odyssey","30","45","1","2","2","4"
"11","Godhood","15","105","7","7","14","56"
