"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Age: Origins","2805","17235","5","13","347","7.422459"
"2","The Elder Scrolls Online","2265","17610","6","37","604","16"
"3","Call of Duty: Black Ops III","855","8235","8","29","137","9.614035"
"4","Diablo III","780","3690","3","9","146","11.230769"
"5","Destiny 2","210","1035","4","8","38","10.857142"
"6","The Crew 2","210","1230","5","10","30","8.571428"
"7","Apex Legends","195","975","5","7","31","9.538461"
"8","Realm Royale Reforged","150","795","5","7","63","25.2"
"9","Just Chatting","150","705","3","11","81","32.4"
"10","Hunt: Showdown","45","90","2","3","8","10.666666"
