"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","5880","47865","7","26","944","9.632653"
"2","League of Legends","3600","23070","6","15","515","8.583333"
"3","Apex Legends","720","5550","7","13","122","10.166666"
"4","Teamfight Tactics","675","4920","7","12","64","5.688888"
"5","Wolfenstein: Youngblood","615","4020","6","11","123","12"
"6","Overwatch","540","4125","6","11","180","20"
"7","Tom Clancy's Rainbow Six Siege","405","2775","5","9","63","9.333333"
"8","Just Chatting","210","1260","6","8","25","7.142857"
"9","Games + Demos","120","705","5","7","22","11"
"10","Food & Drink","30","150","5","6","8","16"
