"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","1785","358230","198","310","7778","261.445378"
"2","The Legend of Zelda: Ocarina of Time","990","213075","216","274","4631","280.666666"
"3","Super Mario 64","780","172200","219","357","4468","343.692307"
"4","Retro","720","124590","183","253","2987","248.916666"
"5","Mario Kart 8","405","93210","225","320","2244","332.444444"
"6","skribbl.io","330","64830","188","266","1311","238.363636"
"7","Mario Kart Wii","150","24975","166","195","629","251.6"
"8","Twitch Sings","120","28860","240","268","976","488"
"9","Just Chatting","90","16245","219","294","1008","672"
"10","Games + Demos","75","10755","143","161","777","621.6"
"11","Super Mario World","60","11640","194","204","101","101"
"12","Super Smash Bros. Ultimate","30","6300","210","220","88","176"
