"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Hearts III","540","2130","3","6","45","5"
"2","Fortnite","450","1155","2","6","42","5.6"
"3","Dead by Daylight","375","480","0","3","35","5.6"
"4","Epic Mickey 2: The Power of Two","195","180","1","2","7","2.153846"
"5","Apex Legends","165","285","1","3","19","6.90909"
"6","Dragon Ball FighterZ","120","195","1","4","7","3.5"
"7","Kingdom Hearts 3D: Dream Drop Distance","120","285","2","4","14","7"
"8","Kingdom Hearts HD 2.8 Final Chapter Prologue","75","150","2","3","3","2.4"
"9","osu!","45","75","2","3","6","8"
"10","PUBG: BATTLEGROUNDS","45","165","3","5","6","8"
"11","Just Chatting","30","75","2","5","8","16"
"12","Super Mario Odyssey","15","0","0","0","0","0"
